ReduceAction: 
START: 1	Meet: #         	R2: funcs -> $ 
START: 113	Meet: >         	R81: factor -> ( value ) 
START: 113	Meet: >=        	R81: factor -> ( value ) 
START: 113	Meet: <         	R81: factor -> ( value ) 
START: 113	Meet: <=        	R81: factor -> ( value ) 
START: 113	Meet: ==        	R81: factor -> ( value ) 
START: 113	Meet: !=        	R81: factor -> ( value ) 
START: 113	Meet: =         	R81: factor -> ( value ) 
START: 113	Meet: +=        	R81: factor -> ( value ) 
START: 113	Meet: -=        	R81: factor -> ( value ) 
START: 113	Meet: *=        	R81: factor -> ( value ) 
START: 113	Meet: /=        	R81: factor -> ( value ) 
START: 113	Meet: %=        	R81: factor -> ( value ) 
START: 113	Meet: ,         	R81: factor -> ( value ) 
START: 113	Meet: ;         	R81: factor -> ( value ) 
START: 113	Meet: &&        	R81: factor -> ( value ) 
START: 113	Meet: ||        	R81: factor -> ( value ) 
START: 113	Meet: )         	R81: factor -> ( value ) 
START: 115	Meet: )         	R88: isnull_es -> $ 
START: 118	Meet: ,         	R22: init -> = expression 
START: 118	Meet: ;         	R22: init -> = expression 
START: 120	Meet: )         	R45: bool_expression -> $ 
START: 121	Meet: )         	R43: logical_expression -> expression bool_expression 
START: 123	Meet: (         	R46: lop -> && 
START: 123	Meet: id        	R46: lop -> && 
START: 123	Meet: digit     	R46: lop -> && 
START: 124	Meet: (         	R47: lop -> || 
START: 124	Meet: id        	R47: lop -> || 
START: 124	Meet: digit     	R47: lop -> || 
START: 125	Meet: ;         	R55: isnull_expr -> $ 
START: 125	Meet: )         	R55: isnull_expr -> $ 
START: 125	Meet: ,         	R55: isnull_expr -> $ 
START: 127	Meet: continue  	R53: block_stmt -> { stmts } 
START: 127	Meet: break     	R53: block_stmt -> { stmts } 
START: 127	Meet: return    	R53: block_stmt -> { stmts } 
START: 127	Meet: while     	R53: block_stmt -> { stmts } 
START: 127	Meet: for       	R53: block_stmt -> { stmts } 
START: 127	Meet: do        	R53: block_stmt -> { stmts } 
START: 127	Meet: if        	R53: block_stmt -> { stmts } 
START: 127	Meet: switch    	R53: block_stmt -> { stmts } 
START: 127	Meet: (         	R53: block_stmt -> { stmts } 
START: 127	Meet: id        	R53: block_stmt -> { stmts } 
START: 127	Meet: digit     	R53: block_stmt -> { stmts } 
START: 127	Meet: }         	R53: block_stmt -> { stmts } 
START: 127	Meet: else      	R53: block_stmt -> { stmts } 
START: 127	Meet: case      	R53: block_stmt -> { stmts } 
START: 127	Meet: default   	R53: block_stmt -> { stmts } 
START: 130	Meet: >         	R73: value' -> + item value' 
START: 130	Meet: >=        	R73: value' -> + item value' 
START: 130	Meet: <         	R73: value' -> + item value' 
START: 130	Meet: <=        	R73: value' -> + item value' 
START: 130	Meet: ==        	R73: value' -> + item value' 
START: 130	Meet: !=        	R73: value' -> + item value' 
START: 130	Meet: =         	R73: value' -> + item value' 
START: 130	Meet: +=        	R73: value' -> + item value' 
START: 130	Meet: -=        	R73: value' -> + item value' 
START: 130	Meet: *=        	R73: value' -> + item value' 
START: 130	Meet: /=        	R73: value' -> + item value' 
START: 130	Meet: %=        	R73: value' -> + item value' 
START: 130	Meet: ,         	R73: value' -> + item value' 
START: 130	Meet: ;         	R73: value' -> + item value' 
START: 130	Meet: &&        	R73: value' -> + item value' 
START: 130	Meet: ||        	R73: value' -> + item value' 
START: 130	Meet: )         	R73: value' -> + item value' 
START: 131	Meet: >         	R74: value' -> - item value' 
START: 131	Meet: >=        	R74: value' -> - item value' 
START: 131	Meet: <         	R74: value' -> - item value' 
START: 131	Meet: <=        	R74: value' -> - item value' 
START: 131	Meet: ==        	R74: value' -> - item value' 
START: 131	Meet: !=        	R74: value' -> - item value' 
START: 131	Meet: =         	R74: value' -> - item value' 
START: 131	Meet: +=        	R74: value' -> - item value' 
START: 131	Meet: -=        	R74: value' -> - item value' 
START: 131	Meet: *=        	R74: value' -> - item value' 
START: 131	Meet: /=        	R74: value' -> - item value' 
START: 131	Meet: %=        	R74: value' -> - item value' 
START: 131	Meet: ,         	R74: value' -> - item value' 
START: 131	Meet: ;         	R74: value' -> - item value' 
START: 131	Meet: &&        	R74: value' -> - item value' 
START: 131	Meet: ||        	R74: value' -> - item value' 
START: 131	Meet: )         	R74: value' -> - item value' 
START: 132	Meet: +         	R77: item' -> * factor item' 
START: 132	Meet: -         	R77: item' -> * factor item' 
START: 132	Meet: >         	R77: item' -> * factor item' 
START: 132	Meet: >=        	R77: item' -> * factor item' 
START: 132	Meet: <         	R77: item' -> * factor item' 
START: 132	Meet: <=        	R77: item' -> * factor item' 
START: 132	Meet: ==        	R77: item' -> * factor item' 
START: 132	Meet: !=        	R77: item' -> * factor item' 
START: 132	Meet: =         	R77: item' -> * factor item' 
START: 132	Meet: +=        	R77: item' -> * factor item' 
START: 132	Meet: -=        	R77: item' -> * factor item' 
START: 132	Meet: *=        	R77: item' -> * factor item' 
START: 132	Meet: /=        	R77: item' -> * factor item' 
START: 132	Meet: %=        	R77: item' -> * factor item' 
START: 132	Meet: ,         	R77: item' -> * factor item' 
START: 132	Meet: ;         	R77: item' -> * factor item' 
START: 132	Meet: &&        	R77: item' -> * factor item' 
START: 132	Meet: ||        	R77: item' -> * factor item' 
START: 132	Meet: )         	R77: item' -> * factor item' 
START: 133	Meet: +         	R78: item' -> / factor item' 
START: 133	Meet: -         	R78: item' -> / factor item' 
START: 133	Meet: >         	R78: item' -> / factor item' 
START: 133	Meet: >=        	R78: item' -> / factor item' 
START: 133	Meet: <         	R78: item' -> / factor item' 
START: 133	Meet: <=        	R78: item' -> / factor item' 
START: 133	Meet: ==        	R78: item' -> / factor item' 
START: 133	Meet: !=        	R78: item' -> / factor item' 
START: 133	Meet: =         	R78: item' -> / factor item' 
START: 133	Meet: +=        	R78: item' -> / factor item' 
START: 133	Meet: -=        	R78: item' -> / factor item' 
START: 133	Meet: *=        	R78: item' -> / factor item' 
START: 133	Meet: /=        	R78: item' -> / factor item' 
START: 133	Meet: %=        	R78: item' -> / factor item' 
START: 133	Meet: ,         	R78: item' -> / factor item' 
START: 133	Meet: ;         	R78: item' -> / factor item' 
START: 133	Meet: &&        	R78: item' -> / factor item' 
START: 133	Meet: ||        	R78: item' -> / factor item' 
START: 133	Meet: )         	R78: item' -> / factor item' 
START: 134	Meet: +         	R79: item' -> % factor item' 
START: 134	Meet: -         	R79: item' -> % factor item' 
START: 134	Meet: >         	R79: item' -> % factor item' 
START: 134	Meet: >=        	R79: item' -> % factor item' 
START: 134	Meet: <         	R79: item' -> % factor item' 
START: 134	Meet: <=        	R79: item' -> % factor item' 
START: 134	Meet: ==        	R79: item' -> % factor item' 
START: 134	Meet: !=        	R79: item' -> % factor item' 
START: 134	Meet: =         	R79: item' -> % factor item' 
START: 134	Meet: +=        	R79: item' -> % factor item' 
START: 134	Meet: -=        	R79: item' -> % factor item' 
START: 134	Meet: *=        	R79: item' -> % factor item' 
START: 134	Meet: /=        	R79: item' -> % factor item' 
START: 134	Meet: %=        	R79: item' -> % factor item' 
START: 134	Meet: ,         	R79: item' -> % factor item' 
START: 134	Meet: ;         	R79: item' -> % factor item' 
START: 134	Meet: &&        	R79: item' -> % factor item' 
START: 134	Meet: ||        	R79: item' -> % factor item' 
START: 134	Meet: )         	R79: item' -> % factor item' 
START: 135	Meet: *         	R84: call_func -> ( es ) 
START: 135	Meet: /         	R84: call_func -> ( es ) 
START: 135	Meet: %         	R84: call_func -> ( es ) 
START: 135	Meet: +         	R84: call_func -> ( es ) 
START: 135	Meet: -         	R84: call_func -> ( es ) 
START: 135	Meet: >         	R84: call_func -> ( es ) 
START: 135	Meet: >=        	R84: call_func -> ( es ) 
START: 135	Meet: <         	R84: call_func -> ( es ) 
START: 135	Meet: <=        	R84: call_func -> ( es ) 
START: 135	Meet: ==        	R84: call_func -> ( es ) 
START: 135	Meet: !=        	R84: call_func -> ( es ) 
START: 135	Meet: =         	R84: call_func -> ( es ) 
START: 135	Meet: +=        	R84: call_func -> ( es ) 
START: 135	Meet: -=        	R84: call_func -> ( es ) 
START: 135	Meet: *=        	R84: call_func -> ( es ) 
START: 135	Meet: /=        	R84: call_func -> ( es ) 
START: 135	Meet: %=        	R84: call_func -> ( es ) 
START: 135	Meet: ,         	R84: call_func -> ( es ) 
START: 135	Meet: ;         	R84: call_func -> ( es ) 
START: 135	Meet: &&        	R84: call_func -> ( es ) 
START: 135	Meet: ||        	R84: call_func -> ( es ) 
START: 135	Meet: )         	R84: call_func -> ( es ) 
START: 136	Meet: )         	R86: es -> isnull_expr isnull_es 
START: 137	Meet: ;         	R55: isnull_expr -> $ 
START: 137	Meet: )         	R55: isnull_expr -> $ 
START: 137	Meet: ,         	R55: isnull_expr -> $ 
START: 138	Meet: int       	R21: define_stmt -> type id init vars ; 
START: 138	Meet: short     	R21: define_stmt -> type id init vars ; 
START: 138	Meet: long      	R21: define_stmt -> type id init vars ; 
START: 138	Meet: char      	R21: define_stmt -> type id init vars ; 
START: 138	Meet: float     	R21: define_stmt -> type id init vars ; 
START: 138	Meet: double    	R21: define_stmt -> type id init vars ; 
START: 138	Meet: void      	R21: define_stmt -> type id init vars ; 
START: 138	Meet: unsigned  	R21: define_stmt -> type id init vars ; 
START: 138	Meet: continue  	R21: define_stmt -> type id init vars ; 
START: 138	Meet: break     	R21: define_stmt -> type id init vars ; 
START: 138	Meet: return    	R21: define_stmt -> type id init vars ; 
START: 138	Meet: while     	R21: define_stmt -> type id init vars ; 
START: 138	Meet: for       	R21: define_stmt -> type id init vars ; 
START: 138	Meet: do        	R21: define_stmt -> type id init vars ; 
START: 138	Meet: if        	R21: define_stmt -> type id init vars ; 
START: 138	Meet: switch    	R21: define_stmt -> type id init vars ; 
START: 138	Meet: (         	R21: define_stmt -> type id init vars ; 
START: 138	Meet: id        	R21: define_stmt -> type id init vars ; 
START: 138	Meet: digit     	R21: define_stmt -> type id init vars ; 
START: 138	Meet: }         	R21: define_stmt -> type id init vars ; 
START: 139	Meet: ,         	R23: init -> $ 
START: 139	Meet: ;         	R23: init -> $ 
START: 140	Meet: continue  	R36: iteration_stmt -> while ( logical_expression ) block_stmt 
START: 140	Meet: break     	R36: iteration_stmt -> while ( logical_expression ) block_stmt 
START: 140	Meet: return    	R36: iteration_stmt -> while ( logical_expression ) block_stmt 
START: 140	Meet: while     	R36: iteration_stmt -> while ( logical_expression ) block_stmt 
START: 140	Meet: for       	R36: iteration_stmt -> while ( logical_expression ) block_stmt 
START: 140	Meet: do        	R36: iteration_stmt -> while ( logical_expression ) block_stmt 
START: 140	Meet: if        	R36: iteration_stmt -> while ( logical_expression ) block_stmt 
START: 140	Meet: switch    	R36: iteration_stmt -> while ( logical_expression ) block_stmt 
START: 140	Meet: (         	R36: iteration_stmt -> while ( logical_expression ) block_stmt 
START: 140	Meet: id        	R36: iteration_stmt -> while ( logical_expression ) block_stmt 
START: 140	Meet: digit     	R36: iteration_stmt -> while ( logical_expression ) block_stmt 
START: 140	Meet: }         	R36: iteration_stmt -> while ( logical_expression ) block_stmt 
START: 140	Meet: case      	R36: iteration_stmt -> while ( logical_expression ) block_stmt 
START: 140	Meet: default   	R36: iteration_stmt -> while ( logical_expression ) block_stmt 
START: 141	Meet: )         	R42: logical_expression -> ! expression bool_expression 
START: 142	Meet: )         	R45: bool_expression -> $ 
START: 145	Meet: continue  	R41: result -> $ 
START: 145	Meet: break     	R41: result -> $ 
START: 145	Meet: return    	R41: result -> $ 
START: 145	Meet: while     	R41: result -> $ 
START: 145	Meet: for       	R41: result -> $ 
START: 145	Meet: do        	R41: result -> $ 
START: 145	Meet: if        	R41: result -> $ 
START: 145	Meet: switch    	R41: result -> $ 
START: 145	Meet: (         	R41: result -> $ 
START: 145	Meet: id        	R41: result -> $ 
START: 145	Meet: digit     	R41: result -> $ 
START: 145	Meet: }         	R41: result -> $ 
START: 145	Meet: case      	R41: result -> $ 
START: 145	Meet: default   	R41: result -> $ 
START: 147	Meet: )         	R88: isnull_es -> $ 
START: 148	Meet: ;         	R25: vars -> $ 
START: 149	Meet: )         	R44: bool_expression -> lop expression bool_expression 
START: 150	Meet: ;         	R55: isnull_expr -> $ 
START: 150	Meet: )         	R55: isnull_expr -> $ 
START: 150	Meet: ,         	R55: isnull_expr -> $ 
START: 152	Meet: continue  	R39: branch_stmt -> if ( logical_expression ) block_stmt result 
START: 152	Meet: break     	R39: branch_stmt -> if ( logical_expression ) block_stmt result 
START: 152	Meet: return    	R39: branch_stmt -> if ( logical_expression ) block_stmt result 
START: 152	Meet: while     	R39: branch_stmt -> if ( logical_expression ) block_stmt result 
START: 152	Meet: for       	R39: branch_stmt -> if ( logical_expression ) block_stmt result 
START: 152	Meet: do        	R39: branch_stmt -> if ( logical_expression ) block_stmt result 
START: 152	Meet: if        	R39: branch_stmt -> if ( logical_expression ) block_stmt result 
START: 152	Meet: switch    	R39: branch_stmt -> if ( logical_expression ) block_stmt result 
START: 152	Meet: (         	R39: branch_stmt -> if ( logical_expression ) block_stmt result 
START: 152	Meet: id        	R39: branch_stmt -> if ( logical_expression ) block_stmt result 
START: 152	Meet: digit     	R39: branch_stmt -> if ( logical_expression ) block_stmt result 
START: 152	Meet: }         	R39: branch_stmt -> if ( logical_expression ) block_stmt result 
START: 152	Meet: case      	R39: branch_stmt -> if ( logical_expression ) block_stmt result 
START: 152	Meet: default   	R39: branch_stmt -> if ( logical_expression ) block_stmt result 
START: 154	Meet: default   	R50: case_stmts -> $ 
START: 156	Meet: )         	R87: isnull_es -> , isnull_expr isnull_es 
START: 157	Meet: ;         	R24: vars -> , id init vars 
START: 159	Meet: continue  	R38: iteration_stmt -> do block_stmt while ( logical_expression ) ; 
START: 159	Meet: break     	R38: iteration_stmt -> do block_stmt while ( logical_expression ) ; 
START: 159	Meet: return    	R38: iteration_stmt -> do block_stmt while ( logical_expression ) ; 
START: 159	Meet: while     	R38: iteration_stmt -> do block_stmt while ( logical_expression ) ; 
START: 159	Meet: for       	R38: iteration_stmt -> do block_stmt while ( logical_expression ) ; 
START: 159	Meet: do        	R38: iteration_stmt -> do block_stmt while ( logical_expression ) ; 
START: 159	Meet: if        	R38: iteration_stmt -> do block_stmt while ( logical_expression ) ; 
START: 159	Meet: switch    	R38: iteration_stmt -> do block_stmt while ( logical_expression ) ; 
START: 159	Meet: (         	R38: iteration_stmt -> do block_stmt while ( logical_expression ) ; 
START: 159	Meet: id        	R38: iteration_stmt -> do block_stmt while ( logical_expression ) ; 
START: 159	Meet: digit     	R38: iteration_stmt -> do block_stmt while ( logical_expression ) ; 
START: 159	Meet: }         	R38: iteration_stmt -> do block_stmt while ( logical_expression ) ; 
START: 159	Meet: case      	R38: iteration_stmt -> do block_stmt while ( logical_expression ) ; 
START: 159	Meet: default   	R38: iteration_stmt -> do block_stmt while ( logical_expression ) ; 
START: 160	Meet: continue  	R40: result -> else block_stmt 
START: 160	Meet: break     	R40: result -> else block_stmt 
START: 160	Meet: return    	R40: result -> else block_stmt 
START: 160	Meet: while     	R40: result -> else block_stmt 
START: 160	Meet: for       	R40: result -> else block_stmt 
START: 160	Meet: do        	R40: result -> else block_stmt 
START: 160	Meet: if        	R40: result -> else block_stmt 
START: 160	Meet: switch    	R40: result -> else block_stmt 
START: 160	Meet: (         	R40: result -> else block_stmt 
START: 160	Meet: id        	R40: result -> else block_stmt 
START: 160	Meet: digit     	R40: result -> else block_stmt 
START: 160	Meet: }         	R40: result -> else block_stmt 
START: 160	Meet: case      	R40: result -> else block_stmt 
START: 160	Meet: default   	R40: result -> else block_stmt 
START: 162	Meet: default   	R50: case_stmts -> $ 
START: 167	Meet: default   	R49: case_stmts -> case_stmt case_stmts 
START: 168	Meet: }         	R27: stmts -> $ 
START: 168	Meet: case      	R27: stmts -> $ 
START: 168	Meet: default   	R27: stmts -> $ 
START: 169	Meet: continue  	R37: iteration_stmt -> for ( isnull_expr ; isnull_expr ; isnull_expr ) block_stmt 
START: 169	Meet: break     	R37: iteration_stmt -> for ( isnull_expr ; isnull_expr ; isnull_expr ) block_stmt 
START: 169	Meet: return    	R37: iteration_stmt -> for ( isnull_expr ; isnull_expr ; isnull_expr ) block_stmt 
START: 169	Meet: while     	R37: iteration_stmt -> for ( isnull_expr ; isnull_expr ; isnull_expr ) block_stmt 
START: 169	Meet: for       	R37: iteration_stmt -> for ( isnull_expr ; isnull_expr ; isnull_expr ) block_stmt 
START: 169	Meet: do        	R37: iteration_stmt -> for ( isnull_expr ; isnull_expr ; isnull_expr ) block_stmt 
START: 169	Meet: if        	R37: iteration_stmt -> for ( isnull_expr ; isnull_expr ; isnull_expr ) block_stmt 
START: 169	Meet: switch    	R37: iteration_stmt -> for ( isnull_expr ; isnull_expr ; isnull_expr ) block_stmt 
START: 169	Meet: (         	R37: iteration_stmt -> for ( isnull_expr ; isnull_expr ; isnull_expr ) block_stmt 
START: 169	Meet: id        	R37: iteration_stmt -> for ( isnull_expr ; isnull_expr ; isnull_expr ) block_stmt 
START: 169	Meet: digit     	R37: iteration_stmt -> for ( isnull_expr ; isnull_expr ; isnull_expr ) block_stmt 
START: 169	Meet: }         	R37: iteration_stmt -> for ( isnull_expr ; isnull_expr ; isnull_expr ) block_stmt 
START: 169	Meet: case      	R37: iteration_stmt -> for ( isnull_expr ; isnull_expr ; isnull_expr ) block_stmt 
START: 169	Meet: default   	R37: iteration_stmt -> for ( isnull_expr ; isnull_expr ; isnull_expr ) block_stmt 
START: 170	Meet: continue  	R48: branch_stmt -> switch ( id ) { case_stmt case_stmts default_stmt } 
START: 170	Meet: break     	R48: branch_stmt -> switch ( id ) { case_stmt case_stmts default_stmt } 
START: 170	Meet: return    	R48: branch_stmt -> switch ( id ) { case_stmt case_stmts default_stmt } 
START: 170	Meet: while     	R48: branch_stmt -> switch ( id ) { case_stmt case_stmts default_stmt } 
START: 170	Meet: for       	R48: branch_stmt -> switch ( id ) { case_stmt case_stmts default_stmt } 
START: 170	Meet: do        	R48: branch_stmt -> switch ( id ) { case_stmt case_stmts default_stmt } 
START: 170	Meet: if        	R48: branch_stmt -> switch ( id ) { case_stmt case_stmts default_stmt } 
START: 170	Meet: switch    	R48: branch_stmt -> switch ( id ) { case_stmt case_stmts default_stmt } 
START: 170	Meet: (         	R48: branch_stmt -> switch ( id ) { case_stmt case_stmts default_stmt } 
START: 170	Meet: id        	R48: branch_stmt -> switch ( id ) { case_stmt case_stmts default_stmt } 
START: 170	Meet: digit     	R48: branch_stmt -> switch ( id ) { case_stmt case_stmts default_stmt } 
START: 170	Meet: }         	R48: branch_stmt -> switch ( id ) { case_stmt case_stmts default_stmt } 
START: 170	Meet: case      	R48: branch_stmt -> switch ( id ) { case_stmt case_stmts default_stmt } 
START: 170	Meet: default   	R48: branch_stmt -> switch ( id ) { case_stmt case_stmts default_stmt } 
START: 171	Meet: }         	R27: stmts -> $ 
START: 171	Meet: case      	R27: stmts -> $ 
START: 171	Meet: default   	R27: stmts -> $ 
START: 172	Meet: case      	R51: case_stmt -> case const : stmts 
START: 172	Meet: default   	R51: case_stmt -> case const : stmts 
START: 173	Meet: }         	R52: default_stmt -> default : stmts 
